Campaign Name,Content Title,Content Network Name,Impression,Quartile100
Rate Realities_News_July 2025,PROGRAMA ESPECIAL NOTICIERO ESTRELLATV,null,1,1
Rate Realities_News_July 2025,Parents Fight Back,Newsmax,1,1
Rate Realities_News_July 2025,Pentagon Pauses Firepower,null,1,1
Rate Realities_News_July 2025,Pixel Payout,null,1,1
Rate Realities_News_July 2025,Pixel Power,null,1,1
Rate Realities_News_July 2025,Positively Detroit,EWScripps,1,1
Rate Realities_News_July 2025,Positively Detroit,Scripps Networks,1,1
Rate Realities_News_July 2025,Posthuman,BLOOMBERG,1,1
Rate Realities_News_July 2025,Powell Under Scrutiny,null,1,1
Rate Realities_News_July 2025,Predicting A Pro^,SCRIPPSNEWS,1,1
Rate Realities_News_July 2025,Predicting A Pro^,scrippsnews,1,1
Rate Realities_News_July 2025,Presidents and UFOs: The Surprising Story,Newsmax,1,1
Rate Realities_News_July 2025,Proposed FEMA Cuts,null,1,1
Rate Realities_News_July 2025,Protecting the President,aenetwork,1,1
Rate Realities_News_July 2025,Pyro Panic,null,1,1
Rate Realities_News_July 2025,R&A - Live at the Range,null,1,1
Rate Realities_News_July 2025,Real America's Pop Culture,RAV,1,1
Rate Realities_News_July 2025,Real America's Voice,RealAmericasVoice,1,0
Rate Realities_News_July 2025,Real Madrid News,null,1,1
Rate Realities_News_July 2025,Recipe for Murder,null,1,1
Rate Realities_News_July 2025,Renewable Energy Boost,null,1,1
Rate Realities_News_July 2025,Replay: 23ABC Morning News at 6 am,Scripps Networks,1,1
Rate Realities_News_July 2025,Replay: 7 News Detroit at Noon,null,1,1
Rate Realities_News_July 2025,Replay: 7 News Detroit at Noon,Scripps Networks,1,1
Rate Realities_News_July 2025,Return to the Lonely Road,null,1,1
Rate Realities_News_July 2025,Revealed,Altice USA,1,1
Rate Realities_News_July 2025,Revolution,aenetwork,1,1
Rate Realities_News_July 2025,Ringside Politics,RAV,1,1
Rate Realities_News_July 2025,Ringside Politics,Real Americas Voice,1,1
Rate Realities_News_July 2025,Ringside Politics,realamericasvoice,1,1
Rate Realities_News_July 2025,Rip Current Rescue,null,1,1
Rate Realities_News_July 2025,Robot War^,scrippsnews,1,1
Rate Realities_News_July 2025,Rocky Mountain Horror,lgusa,1,1
Rate Realities_News_July 2025,Ronald Reagan: An American Journey,null,1,1
Rate Realities_News_July 2025,Route 66: New Mexico,null,1,1
Rate Realities_News_July 2025,Route 66: New Mexico,EWScripps,1,1
Rate Realities_News_July 2025,Route 66: New Mexico,Scripps Networks,1,1
Rate Realities_News_July 2025,Rt 66 Missouri^,scrippsnews,1,1
Rate Realities_News_July 2025,Rt 66 Oklahoma^,SCRIPPS,1,1
Rate Realities_News_July 2025,Rt 66: Missouri,Scripps Networks,1,1
Rate Realities_News_July 2025,Running Out of Time,lgusa,1,1
Rate Realities_News_July 2025,Ryan Odom and Will Wade,null,1,1
Rate Realities_News_July 2025,SAS 2025 Live,RealAmericasVoice,1,1
Rate Realities_News_July 2025,SBS 8 News 2025-07-11,odkmedia,1,1
Rate Realities_News_July 2025,SBS 8 News 2025-07-22,odkmedia,1,1
Rate Realities_News_July 2025,SBS 8 News 2025-07-25,odkmedia,1,1
Rate Realities_News_July 2025,San Francisco Backroads,EWScripps,1,1
Rate Realities_News_July 2025,San Francisco Backroads,Scripps Networks,1,1
Rate Realities_News_July 2025,San Francisco Backroads^,SCRIPPS,1,1
Rate Realities_News_July 2025,"Sasheer Zamata, Tien Tran, Paul F. Tompkins",null,1,1
Rate Realities_News_July 2025,Screen Smarts,null,1,1
Rate Realities_News_July 2025,Scripps News On The Scene,FUTURE TODAY,1,1
Rate Realities_News_July 2025,Scripps News Weekend,Scripps Networks,1,1
Rate Realities_News_July 2025,Scripps News Weekend,Tablo,1,1
Rate Realities_News_July 2025,Secrets From the Grave,null,1,1
Rate Realities_News_July 2025,Secrets in Pleasant Grove,null,1,1
Rate Realities_News_July 2025,Sekulow,SalemNews,1,1
Rate Realities_News_July 2025,"Senate approves $9 billion in cuts to foreign aid, public broadcasting funding",KQCW,1,1
Rate Realities_News_July 2025,Severe Weather Hits Millions,null,1,1
Rate Realities_News_July 2025,Sex-for-Work Claims in West Africa's Rubber Industry,null,1,1
Rate Realities_News_July 2025,Shaquille O'Neal,Warner Bros Discovery,1,1
Rate Realities_News_July 2025,Shining Star,null,1,1
Rate Realities_News_July 2025,Shot in the Dark,lgusa,1,1
Rate Realities_News_July 2025,Sleep Science,null,1,1
Rate Realities_News_July 2025,Smackdown With Darrell Scott,Real Americas Voice,1,1
Rate Realities_News_July 2025,SoCal Strong,lgusa,1,1
Rate Realities_News_July 2025,Socialism in America,Newsmax,1,1
Rate Realities_News_July 2025,Something Sweet,null,1,1
Rate Realities_News_July 2025,Special Edition,null,1,1
Rate Realities_News_July 2025,Spend Smart,null,1,1
Rate Realities_News_July 2025,SportsCenter,ESPN,1,1
Rate Realities_News_July 2025,SportsCenter With Scott Van Pelt,null,1,1
Rate Realities_News_July 2025,Spree Killer,null,1,1
Rate Realities_News_July 2025,Squawk on the Street,NBC,1,0
Rate Realities_News_July 2025,Summer Activities,null,1,1
Rate Realities_News_July 2025,Tech Now,null,1,1
Rate Realities_News_July 2025,Ted Nugent's Spirit Campfire,Real America's Voice,1,1
Rate Realities_News_July 2025,Tetons,Scripps Networks,1,1
Rate Realities_News_July 2025,That Kevin Show with Kevin McCullough,SalemNews,1,1
Rate Realities_News_July 2025,The 11th Hour With Stephanie Ruhle,NetComCableTV,1,1
Rate Realities_News_July 2025,The Beatles - Up Close and Personal: The Early Years,Stingray,1,1
Rate Realities_News_July 2025,The Big Cases,null,1,1
Rate Realities_News_July 2025,The Big Idea,null,1,1
Rate Realities_News_July 2025,The Briefing with Jen Psaki: Weekend,null,1,1
Rate Realities_News_July 2025,The Context USA,AMC Networks,1,1
Rate Realities_News_July 2025,The David Rubenstein Show: Peer to Peer Conversations,BLOOMBERG,1,1
Rate Realities_News_July 2025,The Dawn of Liberty,RealAmericasVoiceNews,1,1
Rate Realities_News_July 2025,The Deadliest Sin and Bloodlines,aenetwork,1,1
Rate Realities_News_July 2025,The Divine Number,A&E Network,1,1
Rate Realities_News_July 2025,The Footprints of Jesus in Rome,Newsmax,1,1
Rate Realities_News_July 2025,The Girl With the Red Shoes,null,1,1
Rate Realities_News_July 2025,The Hill Events: Balancing the Federal Budget: A Bipartisan Conversation,Nexstar,1,1
Rate Realities_News_July 2025,The Hill Events: Medicare & Drug Pricing: Time to Think Differently,null,1,1
Rate Realities_News_July 2025,The Hill Events: Medicare & Drug Pricing: Time to Think Differently,Nexstar,1,1
Rate Realities_News_July 2025,The Hill Events: Prescribing PBM Reform: Accelerating Transparency with Bipartisan Action,Nexstar,1,1
Rate Realities_News_July 2025,The Hill Events: Prescribing PBM Reform: Accelerating Transparency with Bipartisan Action,Nexstar Media Group,1,1
Rate Realities_News_July 2025,The Hill: Stars & Stripes Special,Nexstar,1,1
Rate Realities_News_July 2025,The Idaho Murders,null,1,1
Rate Realities_News_July 2025,The Invader,null,1,1
Rate Realities_News_July 2025,The Invader,aenetwork,1,1
Rate Realities_News_July 2025,The Issue Is,Fox News,1,1
Rate Realities_News_July 2025,The Korean War: No Longer Forgotten Pt. 1,Newsmax Media,1,1
Rate Realities_News_July 2025,The Land of Israel With Jon Voight: God's Story,null,1,1
Rate Realities_News_July 2025,The List: Who Killed JonBenet Ramsey?,null,1,1
Rate Realities_News_July 2025,The Monster at Large,null,1,1
Rate Realities_News_July 2025,The National Report,FUTURE TODAY,1,1
Rate Realities_News_July 2025,The Nine,Fox News,1,0
Rate Realities_News_July 2025,The Plan,null,1,1
Rate Realities_News_July 2025,The Pulse with Francine Lacqua,BLOOMBERG,1,1
Rate Realities_News_July 2025,The Race To Forecast Weather^,scrippsnews,1,1
Rate Realities_News_July 2025,The Rise and Fall of Oscar Pistorius,null,1,1
Rate Realities_News_July 2025,The Royce White Show,RAV,1,1
Rate Realities_News_July 2025,The Source With Kaitlan Collins,null,1,1
Rate Realities_News_July 2025,The Source With Kaitlan Collins,NetComCableTV,1,1
Rate Realities_News_July 2025,The Steve Gruber Show,RealAmericasVoiceNews,1,1
Rate Realities_News_July 2025,The Take @ 2,null,1,1
Rate Realities_News_July 2025,The Take @ 2,Fox News,1,1
Rate Realities_News_July 2025,The Trump Wars,Newsmax,1,1
Rate Realities_News_July 2025,The Vanishing Act,lgusa,1,1
Rate Realities_News_July 2025,The Visitor,null,1,1
Rate Realities_News_July 2025,The Weatherboys,null,1,1
Rate Realities_News_July 2025,The Week as It Happened,null,1,1
Rate Realities_News_July 2025,The Week as It Happened,SCRIPPS,1,1
Rate Realities_News_July 2025,The World Today with Maryam Moshiri,AMC Networks,1,1
Rate Realities_News_July 2025,The Young Turks,The Young Turks,1,1
Rate Realities_News_July 2025,The Young Turks,theyoungturks,1,1
Rate Realities_News_July 2025,Tips to help kids adjust sleep schedules ahead of school,CBS,1,1
Rate Realities_News_July 2025,Titanic Arrogance,Newsmax,1,1
Rate Realities_News_July 2025,Tragic Beauty: Anna Nicole Smith,lgusa,1,1
Rate Realities_News_July 2025,Travel Turbulence,null,1,1
Rate Realities_News_July 2025,Trendy Men's Lifestyle : E01,odkmedia,1,1
Rate Realities_News_July 2025,Tricked/Rogue Gun,aenetwork,1,1
Rate Realities_News_July 2025,Trisha Yearwood brings  ParTY Nachos  to BOK Center,KQCW,1,1
Rate Realities_News_July 2025,True Lies,null,1,1
Rate Realities_News_July 2025,True Love Lies,null,1,1
Rate Realities_News_July 2025,Tulsa Health Department making progress on Community Health Improvement Plan,KQCW,1,1
Rate Realities_News_July 2025,Tulsa woman charged months after TPD says she crashed into EMT on his way to work,KQCW,1,1
Rate Realities_News_July 2025,Tulsa's Haus of Kitt returns with immersive Shine On BLVD festival,KQCW,1,1
Rate Realities_News_July 2025,Tulsa's Holy Family Cathedral Prepares for $3M Storm Damage Repairs,KQCW,1,1
Rate Realities_News_July 2025,USA TODAY's Most Treasured Views,null,1,1
Rate Realities_News_July 2025,USA TODAY's Most Treasured Views,USA TODAY,1,1
Rate Realities_News_July 2025,Vaccine Shake-up,null,1,1
Rate Realities_News_July 2025,Vendetta,null,1,1
Rate Realities_News_July 2025,Verified Live,AMC Networks,1,1
Rate Realities_News_July 2025,Victim To Verdict: Johnny Depp V Amber Heard,Scripps Networks,1,1
Rate Realities_News_July 2025,Victim to Verdict Movie Popcorn Murder,SCRIPPS,1,1
Rate Realities_News_July 2025,Victim to Verdict: Movie Popcorn Murder,null,1,1
Rate Realities_News_July 2025,Victim to Verdict: Movie Popcorn Murder,EWScripps,1,1
Rate Realities_News_July 2025,WLKY - NewsChannel 32 @ 5a,very_local_by_hearst_television,1,1
Rate Realities_News_July 2025,WSBT 22 News at 5:30,Sinclair,1,1
Rate Realities_News_July 2025,Weather & Hot Peppers,null,1,1
Rate Realities_News_July 2025,Weekly Briefing,TCL-IDEO,1,1
Rate Realities_News_July 2025,Wendy Bell Common Sense,Newsmax,1,1
Rate Realities_News_July 2025,West Coast Wrap,null,1,0
Rate Realities_News_July 2025,West Coast Wrap,FOX,1,1
Rate Realities_News_July 2025,What The Little Girl Saw,lgusa,1,1
Rate Realities_News_July 2025,What Would You Do?,null,1,1
Rate Realities_News_July 2025,What parents need to know about juvenile arthritis,KQCW,1,1
Rate Realities_News_July 2025,Where Monsters Hide,lgusa,1,1
Rate Realities_News_July 2025,Who Can You Trust?,null,1,1
Rate Realities_News_July 2025,Who Killed JFK? The Conspiracies,null,1,1
Rate Realities_News_July 2025,Wild Weather,null,1,1
Rate Realities_News_July 2025,Woke America,Newsmax,1,1
Rate Realities_News_July 2025,Women's EuroBasket Begins,null,1,1
Rate Realities_News_July 2025,Worldwide Exchange,null,1,1
Rate Realities_News_July 2025,Wrestling Legend Tributes,null,1,1
Rate Realities_News_July 2025,Y'all Speak Country,A&E Network,1,1
Rate Realities_News_July 2025,Y'all Speak Country,aenetwork,1,1
Rate Realities_News_July 2025,Zip Trips: San Bruno,null,1,1
Rate Realities_News_July 2025,Zip Trips: San Bruno,Fox News,1,1
Rate Realities_News_July 2025,each-and-every-case-1-e1694,odkmedia,1,1
Rate Realities_News_July 2025,each-and-every-case-1-e1699,odkmedia,1,1
Rate Realities_News_July 2025,jtbc-news-room-e20250709,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250703,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250705,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250711,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250712,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250713,odkmedia,1,1
Rate Realities_News_July 2025,kbs-news-9-1-e20250725,odkmedia,1,1
Rate Realities_News_July 2025,kcra_hd_-_kcra_news_@__5am,very_local_by_hearst_television,1,1
Rate Realities_News_July 2025,live-plus-e6092025,odkmedia,1,1
Rate Realities_News_July 2025,live-today-e20250724-2,odkmedia,1,1
Rate Realities_News_July 2025,mbc-news-desk-1-e20250708,odkmedia,1,1
Rate Realities_News_July 2025,mbc-news-desk-1-e20250710,odkmedia,1,1
Rate Realities_News_July 2025,network-magazine-e20250707,odkmedia,1,1
Rate Realities_News_July 2025,news-04-e20250718,odkmedia,1,1
Rate Realities_News_July 2025,news-9-e1975,odkmedia,1,1
Rate Realities_News_July 2025,news-mal-mo-e-e26,odkmedia,1,1
Rate Realities_News_July 2025,news-top-10-channel-a-e20250726,odkmedia,1,1
Rate Realities_News_July 2025,ytn-24-e20250714-1,odkmedia,1,1
Rate Realities_News_July 2025,null,null,0,0
Rate Realities_News_July 2025,null,-,0,0
Rate Realities_News_July 2025,null,#0,0,0
Rate Realities_News_July 2025,null,1,0,0
Rate Realities_News_July 2025,null,10,0,0
Rate Realities_News_July 2025,null,1074449,0,0
Rate Realities_News_July 2025,null,1091,0,0
Rate Realities_News_July 2025,null,25 Words or Less,0,0
Rate Realities_News_July 2025,null,43465,0,0
Rate Realities_News_July 2025,null,47samurai,0,0
Rate Realities_News_July 2025,null,5,0,0
Rate Realities_News_July 2025,null,50 Cent Action,0,0
Rate Realities_News_July 2025,null,5Star,0,0
Rate Realities_News_July 2025,null,5USA,0,0
Rate Realities_News_July 2025,null,815PicturesAgg,0,0
Rate Realities_News_July 2025,null,9 Story Media Group,0,0
Rate Realities_News_July 2025,null,905401434,0,0
Rate Realities_News_July 2025,null,9p59xj69cj1d,0,0
Rate Realities_News_July 2025,null,A,0,0
Rate Realities_News_July 2025,null,A&E,0,0
Rate Realities_News_July 2025,null,A&E Global Media,0,0
Rate Realities_News_July 2025,null,A&E Network,0,0
Rate Realities_News_July 2025,null,A+E Networks,0,0
Rate Realities_News_July 2025,null,A-Z NETWORK,0,0
Rate Realities_News_July 2025,null,A24,0,0
Rate Realities_News_July 2025,null,ABC (US),0,0
Rate Realities_News_July 2025,null,ABC Family,0,0
Rate Realities_News_July 2025,null,ABC TV,0,0
Rate Realities_News_July 2025,null,ABC3,0,0
Rate Realities_News_July 2025,null,ABCLocalish,0,0
Rate Realities_News_July 2025,null,ABCNKFSN,0,0
Rate Realities_News_July 2025,null,ABCNKGO,0,0
Rate Realities_News_July 2025,null,ABCNKTRK,0,0
Rate Realities_News_July 2025,null,ABCNWABC,0,0
Rate Realities_News_July 2025,null,ABCNWLS,0,0
Rate Realities_News_July 2025,null,ABCNWPVI,0,0
Rate Realities_News_July 2025,null,ABCNWTVD,0,0
Rate Realities_News_July 2025,null,ABSCBN,0,0
Rate Realities_News_July 2025,null,ACC NETWORK,0,0
Rate Realities_News_July 2025,null,ACCDigitalNetwork,0,0
Rate Realities_News_July 2025,null,ACCUWEATHER,0,0
Rate Realities_News_July 2025,null,AE,0,0
Rate Realities_News_July 2025,null,AE TELEVISION NETWORKS Fast,0,0
Rate Realities_News_July 2025,null,AENTMillCreekEntertainment,0,0
Rate Realities_News_July 2025,null,AENetworkAETV,0,0
Rate Realities_News_July 2025,null,AENetworkHistory,0,0
Rate Realities_News_July 2025,null,AENetworksUSA,0,0
Rate Realities_News_July 2025,null,AETV,0,0
Rate Realities_News_July 2025,null,AEtelevisionnetworksfast,0,0
Rate Realities_News_July 2025,null,AHC,0,0
Rate Realities_News_July 2025,null,ALLBLK,0,0
Rate Realities_News_July 2025,null,ALLCITYSportsCHGOSports,0,0
Rate Realities_News_July 2025,null,ALLCITYSportsDNVRSports,0,0
Rate Realities_News_July 2025,null,ALLCITYSportsPHLYSports,0,0
Rate Realities_News_July 2025,null,ALTICE,0,0
Rate Realities_News_July 2025,null,AMC,0,0
Rate Realities_News_July 2025,null,AMC Networks,0,0
Rate Realities_News_July 2025,null,AMC Thrillers,0,0
Rate Realities_News_July 2025,null,AMCAMCThrillers,0,0
Rate Realities_News_July 2025,null,AMCAllRealityWeTV,0,0
Rate Realities_News_July 2025,null,AMCBBCNews,0,0
Rate Realities_News_July 2025,null,AMCN,0,0
Rate Realities_News_July 2025,null,AMCPortlandia,0,0
Rate Realities_News_July 2025,null,AMCScaresbyShudder,0,0
Rate Realities_News_July 2025,null,AMCTheWalkingDeadUniverse,0,0
Rate Realities_News_July 2025,null,APTN,0,0
Rate Realities_News_July 2025,null,ARTE,0,0
Rate Realities_News_July 2025,null,AT HOME WITH FAMILY HANDYMAN,0,0
Rate Realities_News_July 2025,null,AT-X,0,0
Rate Realities_News_July 2025,null,ATK,0,0
Rate Realities_News_July 2025,null,ATT SPORTS NET,0,0
Rate Realities_News_July 2025,null,AWE,0,0
Rate Realities_News_July 2025,null,AXS,0,0
Rate Realities_News_July 2025,null,AXS TV,0,0
Rate Realities_News_July 2025,null,AccuWeather,0,0
Rate Realities_News_July 2025,null,Accuweather,0,0
Rate Realities_News_July 2025,null,ActveFast,0,0
Rate Realities_News_July 2025,null,Adult Swim,0,0
Rate Realities_News_July 2025,null,Albatross,0,0
Rate Realities_News_July 2025,null,Alice,0,0
Rate Realities_News_July 2025,null,All Reality We TV,0,0
Rate Realities_News_July 2025,null,All3MediaFifthGear,0,0
Rate Realities_News_July 2025,null,All3MediaGardeningMontyDon,0,0
Rate Realities_News_July 2025,null,Allen Media,0,0
Rate Realities_News_July 2025,null,Alliance,0,0
Rate Realities_News_July 2025,null,Alliant Content,0,0
Rate Realities_News_July 2025,null,AlliantContentSpaceScienceNow,0,0
Rate Realities_News_July 2025,null,Alliant_Content_LLC,0,0
Rate Realities_News_July 2025,null,Alliant_content_LLC,0,0
Rate Realities_News_July 2025,null,Allrites,0,0
Rate Realities_News_July 2025,null,Altice,0,0
Rate Realities_News_July 2025,null,Amagi TV,0,0
Rate Realities_News_July 2025,null,America's Test Kitchen,0,0
Rate Realities_News_July 2025,null,American Classics,0,0
Rate Realities_News_July 2025,null,AmericanClassics,0,0
Rate Realities_News_July 2025,null,AmericanTeve,0,0
Rate Realities_News_July 2025,null,AmericasTestKitchen,0,0
Rate Realities_News_July 2025,null,AmericasTestKitchenCooksCountry,0,0
Rate Realities_News_July 2025,null,Americas_Test_Kitchen,0,0
Rate Realities_News_July 2025,null,Ammo,0,0
Rate Realities_News_July 2025,null,Anger Management Channel,0,0
